uid,entity_type,channel,registrar,callsign,fccid,serial_num,rcamsl_meters,rcagl_meters,rchaat_meters,location_type,latitude,longitude,azimuth,circle_radius_meters,keyhole_radius_meters,geometry,parent_callsign,parent_latitude,parent_longitude,registrant,event_start,event_end,event_duration_secs,event_rrule
131231KEYB8974988,LP_AUX,25;26;27;31;33;36;38;44;45;46;49,KEYB,WQRS850,,,,,,MULTI_POINT,,,,,,36.120289 -115.174786,,,,"Cirque du Soleil|Jason Pritchard|980 Kelly Johnson Drive Suite 200\nLas Vegas, NV 89119\nUS|gavin.whiteley@cirquedusoleil.com|(702) 692-8347",2014/01/02-20:00:00.000,2015/01/01-08:00:00.000,,"FREQ=WEEKLY;UNTIL=20150110T000000Z;INTERVAL=1;BYDAY=SU,MO,TH,FR,SA;WKST=SU"
140402KEYB3718189,LP_AUX,20;21;36;38;44;45;46;49,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,36.122729 -115.168148,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/09/07-04:00:00.000,2014/09/12-03:59:59.000,,
140117KEYB8209012,LP_AUX,25;26;27;39;44;45;46;49;51,KEYB,WQRS850,,,,,,MULTI_POINT,,,,,,36.092675 -115.171494,,,,"Cirque du Soleil|Jason Pritchard|980 Kelly Johnson Drive, STE 200\nLas Vegas, NV 89119\nUS|jason.pritchard@cirquedusoleil.com|(702) 692-8347",2014/01/17-20:00:00.000,2015/01/17-08:00:00.000,,"FREQ=WEEKLY;UNTIL=20150129T000000Z;INTERVAL=1;BYDAY=SU,MO,TU,WE,SA;WKST=SU"
140110KEYB5864590,LP_AUX,25;27;31;33;45;46;49,KEYB,WQRS850,,,,,,MULTI_POINT,,,,,,36.103375 -115.169397,,,,"Cirque du Soleil|Jason Pritchard|980 Kelly Johnson Drive Suite 200\nLas Vegas, NV 89119\nUS|gavin.whiteley@cirquedusoleil.com|(702) 692-8347",2014/01/10-20:00:00.000,2015/01/10-08:00:00.000,,"FREQ=WEEKLY;UNTIL=20150110T000000Z;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;WKST=SU"
140112KEYB8225265,LP_AUX,21;25;27;33;44;45;49,KEYB,WQRS850,,,,,,MULTI_POINT,,,,,,36.101586 -115.173597,,,,"Cirque du Soleil|Jason Pritchard|980 Kelly Johnson Drive Suite 200\nLas Vegas, NV 89119\nUS|gavin.whiteley@cirquedusoleil.com|(702) 692-8347",2014/01/12-20:00:00.000,2015/01/11-08:00:00.000,,"FREQ=WEEKLY;UNTIL=20150112T000000Z;INTERVAL=1;BYDAY=SU,MO,TU,FR,SA;WKST=SU"
140117KEYB0942973,LP_AUX,25;26;27;31;33;44;46;49,KEYB,WQRS850,,,,,,MULTI_POINT,,,,,,36.095511 -115.176067,,,,"Cirque du Soleil|Jason Pritchard|980 Kelly Johnson Drive, STE 200\nLas Vegas, NV 89119\nUS|jason.pritchard@cirquedusoleil.com|(702) 692-8347",2014/01/17-20:00:00.000,2015/01/16-08:00:00.000,,"FREQ=WEEKLY;UNTIL=20150117T000000Z;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;WKST=SU"
140101KEYB7144716,LP_AUX,14;20;36;38;39;43;45;46;49,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,32.715628 -117.162319,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/01-08:00:00.000,2014/01/01-10:00:00.000,,
140101KEYB4741743,LP_AUX,14;20;34;36;38;39;47;49,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,32.715439 -117.162672,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/01-08:00:00.000,2015/01/01-07:59:59.000,,
130819TELC0000001,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170,,,,NFL|Karl Voss|||,2013/08/18-04:00:00.000,2013/08/19-04:00:00.000,,"FREQ=WEEKLY;COUNT=78;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
130819TELC0000001,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170,,,,NFL|Karl Voss|||,2013/11/04-05:00:00.000,2013/11/05-05:00:00.000,,"FREQ=WEEKLY;COUNT=126;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
130819TELC0000001,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170,,,,NFL|Karl Voss|||,2014/03/10-04:00:00.000,2014/03/11-04:00:00.000,,"FREQ=WEEKLY;COUNT=161;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
140211SPBR0000009,LP_AUX,25;23,SPBR,WQNJ323,,,,,,MULTI_POINT,,,,,,29.950389 -90.076417,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/02/11-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T033000Z;INTERVAL=1;WKST=SU
140211SPBR0000009,LP_AUX,25;23,SPBR,WQNJ323,,,,,,MULTI_POINT,,,,,,29.950389 -90.076417,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/03/10-04:00:00.000,,84600,FREQ=DAILY;UNTIL=20141103T043000Z;INTERVAL=1;WKST=SU
140211SPBR0000009,LP_AUX,25;23,SPBR,WQNJ323,,,,,,MULTI_POINT,,,,,,29.950389 -90.076417,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/11/03-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20150211T050000Z;INTERVAL=1;WKST=SU
120221SPBR0000006,LP_AUX,20;27;43;50;44;38;49;46;34;23;51;28;41;19;48;22;30;18;21;47;29;25;40;32;33;39;45;31;24;26;36;35;42,SPBR,WQMB936,,,,,,MULTI_POINT,,,,,,29.948539 -90.069029; 30.373611 -90.076722; 29.944114 -90.074887; 30.457090 -91.187296; 29.836772 -90.014763; 30.516576 -90.469837; 29.956050 -89.982147; 29.917996 -90.061820; 29.989954 -90.099907; 29.986163 -90.257149; 30.480319 -90.096205; 30.274996 -89.780091; 29.952034 -90.063214; 30.006085 -90.157328; 30.373023 -90.078599; 29.594296 -90.721503; 29.953057 -90.076518,,,,"New Orleans Hearst Television Inc. DBA WDSU-TV|Nathan K. Burris|846 Howard Ave.\nNew Orleans, LA 70113\nUS|kevinburris@hearst.com|5046790600",2014/03/10-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20150311T050000Z;INTERVAL=1;WKST=SU
130906SPBR0000001,LP_AUX,27;33;29;49;51;31;40,SPBR,WQRH260,,,,,,MULTI_QUAD,,,,,,29.670833 -95.391944; 29.697500 -95.391944; 29.697500 -95.422778; 29.670833 -95.422778 | 29.743333 -95.340000; 29.770000 -95.340000; 29.770000 -95.370833; 29.743333 -95.370833,,,,"KTRK Television, Inc.|Mike Armatta|3310 Bissonnet Street\nHouston, TX 77005\nUS||7136660713",2013/11/03-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130906SPBR0000001,LP_AUX,27;33;29;49;51;31;40,SPBR,WQRH260,,,,,,MULTI_QUAD,,,,,,29.670833 -95.391944; 29.697500 -95.391944; 29.697500 -95.422778; 29.670833 -95.422778 | 29.743333 -95.340000; 29.770000 -95.340000; 29.770000 -95.370833; 29.743333 -95.370833,,,,"KTRK Television, Inc.|Mike Armatta|3310 Bissonnet Street\nHouston, TX 77005\nUS||7136660713",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140907T050000Z;INTERVAL=1;WKST=SU
140103KEYB5251751,LP_AUX,14;33;40;49;51,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,29.811939 -95.421683,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-06:00:00.000,2015/01/01-05:59:59.000,,
140409KEYB2366868,LP_AUX,14;15;18;19;35;38;44;45;47;48;50,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,30.283439 -97.727296,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/04/09-12:00:00.000,2014/04/11-00:00:00.000,,
140611SPBR0000002,LP_AUX,22;26;33;21;24,SPBR,WQRK680,,,,,,MULTI_POINT,,,,,,32.983493 -97.485508,,,,"Kenneth Copeland Ministries|Ralph Robb|14355 Morris Dido Newark Rd.\nNewark, TX 76071\nUS||817-252-5912",2014/06/12-12:00:00.000,,84600,"FREQ=DAILY;UNTIL=20141030T113000Z;INTERVAL=1;BYDAY=MO,TU,TH,FR,SA;WKST=SU"
140611SPBR0000002,LP_AUX,22;26;33;21;24,SPBR,WQRK680,,,,,,MULTI_POINT,,,,,,32.983493 -97.485508,,,,"Kenneth Copeland Ministries|Ralph Robb|14355 Morris Dido Newark Rd.\nNewark, TX 76071\nUS||817-252-5912",2014/11/02-13:00:00.000,,84600,"FREQ=DAILY;UNTIL=20150305T123000Z;INTERVAL=1;BYDAY=MO,TU,TH,FR,SA;WKST=SU"
140611SPBR0000002,LP_AUX,22;26;33;21;24,SPBR,WQRK680,,,,,,MULTI_POINT,,,,,,32.983493 -97.485508,,,,"Kenneth Copeland Ministries|Ralph Robb|14355 Morris Dido Newark Rd.\nNewark, TX 76071\nUS||817-252-5912",2015/03/08-12:00:00.000,,84600,"FREQ=DAILY;UNTIL=20150612T050000Z;INTERVAL=1;BYDAY=MO,TU,TH,FR,SA;WKST=SU"
140528SPBR0000003,LP_AUX,33;24;26;22;21;49,SPBR,WQRK680,,,,,,MULTI_POINT,,,,,,32.749059 -97.327881,,,,"Kenneth Copeland Ministries|Ralph Robb|14355 Morris Dido Newark Rd.\nNewark, TX 76071\nUS|rrobb@kcm.org|817-235-4058",2014/06/25-11:00:00.000,,57600,FREQ=DAILY;UNTIL=20140707T040000Z;INTERVAL=1;WKST=SU
140101KEYB9880758,LP_AUX,21;24;26;33;47;49,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,32.833003 -97.050147,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/01-06:00:00.000,2015/01/01-05:59:59.000,,
140211SPBR0000008,LP_AUX,47;49,SPBR,WQNJ310,,,,,,MULTI_POINT,,,,,,32.780472 -96.802056,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/02/11-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T033000Z;INTERVAL=1;WKST=SU
140211SPBR0000008,LP_AUX,47;49,SPBR,WQNJ310,,,,,,MULTI_POINT,,,,,,32.780472 -96.802056,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/03/10-04:00:00.000,,84600,FREQ=DAILY;UNTIL=20141103T043000Z;INTERVAL=1;WKST=SU
140211SPBR0000008,LP_AUX,47;49,SPBR,WQNJ310,,,,,,MULTI_POINT,,,,,,32.780472 -96.802056,,,,"CNN America, Inc.|Junan Gibson|One CNN Center\nAtlanta, GA 30303\nUS|Junan.Gibson@turner.com|404-827-1500",2014/11/03-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20150211T050000Z;INTERVAL=1;WKST=SU
140502SPBR0000003,LP_AUX,19,SPBR,LP001,,,,,,MULTI_POINT,,,,,,33.620700 -100.322800,,,,"Wireless Co.|Temp Test Entry|123 Main\nAnytown, AL 12345\nUS||123-123-1234",2014/05/02-23:30:00.000,2014/05/03-00:00:00.000,,
140103KEYB7487965,LP_AUX,17;36;43;45;46;47;49;50,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,29.493922 -98.498539,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/02-06:00:00.000,2015/01/01-05:59:59.000,,
140103KEYB3621761,LP_AUX,14;15;19;36;39;50;51,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,26.238147 -98.223433,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-06:00:00.000,2015/01/01-05:59:59.000,,
140103KEYB2828658,LP_AUX,15;17;20;35;36;39;41;49;50,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,32.222300 -110.882322,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-07:00:00.000,2015/01/01-06:59:59.000,,
140103KEYB3194212,LP_AUX,14;18;19;34;43;45;47;48,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,33.404225 -112.009272,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-07:00:00.000,2015/01/01-06:59:59.000,,
130513TELC0000002,LP_AUX,2;5;6;21;23;27;28;29;30;31;32;34;43;44;45;47;48,TELC,BLP00987,,,,,,MULTI_QUAD,,,,,,33.459090 -112.066460; 33.459090 -112.079380; 33.448240 -112.079380; 33.448240 -112.066460,,,,KAET / Eight|Karl Voss|||,2013/05/13-22:15:00.000,2013/05/14-22:15:00.000,,"FREQ=WEEKLY;UNTIL=20140513T021500Z;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
130409SPBR0000002,LP_AUX,45;44,SPBR,BLQ541,,,,,,MULTI_POINT,,,,,,33.493472 -112.114306,,,,"KPHO Broadcasting Corporation|Greg Powell|4016 N. Black Canyon Hy\nPhoenix, AZ 85017\nUS||602-264-1000",2013/11/04-05:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T033000Z;INTERVAL=1;WKST=SU
130409SPBR0000002,LP_AUX,45;44,SPBR,BLQ541,,,,,,MULTI_POINT,,,,,,33.493472 -112.114306,,,,"KPHO Broadcasting Corporation|Greg Powell|4016 N. Black Canyon Hy\nPhoenix, AZ 85017\nUS||602-264-1000",2014/03/10-04:00:00.000,,84600,FREQ=DAILY;UNTIL=20140410T040000Z;INTERVAL=1;WKST=SU
130410SPBR0000003,LP_AUX,13;31,SPBR,BLQ541,,,,,,MULTI_POINT,,,,,,33.493472 -112.114306,,,,"KPHO Broadcasting Corporation |Greg Powell|4016 N. Black Canyon Hy\nPhoenix, AZ 85017\nUS||602-264-1000",2013/04/09-07:00:00.000,,81000,FREQ=DAILY;UNTIL=20140410T070000Z;INTERVAL=1;WKST=SU
130410SPBR0000004,LP_AUX,47,SPBR,BLQ541,,,,,,MULTI_POINT,,,,,,33.493472 -112.114306,,,,"KPHO Broadcasting Corporation|Greg Powell|4016 N Black Canyon Hy\nPhoenix, AZ 85017\nUS||602-264-1000",2013/04/09-07:00:00.000,,84600,FREQ=DAILY;UNTIL=20140410T070000Z;INTERVAL=1;WKST=SU
130513TELC0000001,LP_AUX,14,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,33.536820 -112.251450; 33.536820 -112.273000; 33.518730 -112.273000; 33.518730 -112.251450,,,,NFL|Karl Voss|||,2013/05/14-21:00:00.000,2013/05/15-09:00:00.000,,
140117KEYB5789647,LP_AUX,30;50,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,40.646264 -111.497514,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/18-05:00:00.000,2014/01/27-04:59:59.000,,
140103KEYB1133718,LP_AUX,15;16;21;33;35,KEYB,WQMP499,,,,,,MULTI_POINT,,,,,,40.658506 -111.898464,,,,"NBC|Kevin Parrish|30 ROCKEFELLER PLAZA\nNEW YORK, NY 10112\nUS|kevin.parrish@nbcuni.com|(718) 706-4900",2014/01/03-07:00:00.000,2015/01/01-06:59:59.000,,
130818TELC0000008,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170 | 37.719110 -122.379470; 37.719110 -122.393100; 37.708250 -122.393100; 37.708250 -122.379470 | 47.600610 -122.323750; 47.600610 -122.339730; 47.589760 -122.339730; 47.589760 -122.323750 | 38.638620 -90.181640; 38.638620 -90.195440; 38.627760 -90.195440; 38.627760 -90.181640,,,,NFL|Karl Voss|||,2013/08/18-04:00:00.000,2013/08/19-04:00:00.000,,"FREQ=WEEKLY;COUNT=78;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
130818TELC0000008,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170 | 37.719110 -122.379470; 37.719110 -122.393100; 37.708250 -122.393100; 37.708250 -122.379470 | 47.600610 -122.323750; 47.600610 -122.339730; 47.589760 -122.339730; 47.589760 -122.323750 | 38.638620 -90.181640; 38.638620 -90.195440; 38.627760 -90.195440; 38.627760 -90.181640,,,,NFL|Karl Voss|||,2013/11/04-05:00:00.000,2013/11/05-05:00:00.000,,"FREQ=WEEKLY;COUNT=126;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
130818TELC0000008,LP_AUX,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51,TELC,BLP01517,,,,,,MULTI_QUAD,,,,,,32.788540 -117.113170; 32.788540 -117.125990; 32.777680 -117.125990; 32.777680 -117.113170 | 37.719110 -122.379470; 37.719110 -122.393100; 37.708250 -122.393100; 37.708250 -122.379470 | 47.600610 -122.323750; 47.600610 -122.339730; 47.589760 -122.339730; 47.589760 -122.323750 | 38.638620 -90.181640; 38.638620 -90.195440; 38.627760 -90.195440; 38.627760 -90.181640,,,,NFL|Karl Voss|||,2014/03/10-04:00:00.000,2014/03/11-04:00:00.000,,"FREQ=WEEKLY;COUNT=161;INTERVAL=1;BYDAY=SU,MO,TU,WE,TH,FR,SA;WKST=SU"
131006SPBR0000010,LP_AUX,46;30;42;31;21;22;25;23;47;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.667740 -105.208969,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000010,LP_AUX,46;30;42;31;21;22;25;23;47;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.667740 -105.208969,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000006,LP_AUX,46;42;22;25;21;47;31;44;23;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.728522 -105.201381,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000006,LP_AUX,46;42;22;25;21;47;31;44;23;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.728522 -105.201381,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000015,LP_AUX,44;47;46;42;25;21;22;24;31;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.795790 -105.115534,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000015,LP_AUX,44;47;46;42;25;21;22;24;31;30,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.795790 -105.115534,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000017,LP_AUX,31;44;22;46;25;21;30;42;47,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.787598 -105.032373,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000017,LP_AUX,31;44;22;46;25;21;30;42;47,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.787598 -105.032373,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000005,LP_AUX,23;31;21;25;33;22;46;30;47;39;36;49;28;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,40.018794 -105.278196,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000005,LP_AUX,23;31;21;25;33;22;46;30;47;39;36;49;28;42,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,40.018794 -105.278196,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000014,LP_AUX,31;42;27;21;49;39;25;30;28;33;47;46;22;23;36,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,40.008213 -105.264138,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000014,LP_AUX,31;42;27;21;49;39;25;30;28;33;47;46;22;23;36,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,40.008213 -105.264138,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130915SPBR0000004,LP_AUX,42;46;44;31;25;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.705944 -104.820865,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130915SPBR0000004,LP_AUX,42;46;44;31;25;30;21,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.705944 -104.820865,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140915T060000Z;INTERVAL=1;WKST=SU
131006SPBR0000018,LP_AUX,31;44;25;46;21;42;30;33;47;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.848352 -104.673915,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
131006SPBR0000018,LP_AUX,31;44;25;46;21;42;30;33;47;22,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.848352 -104.673915,,,,"KCNC-TV|Paul Deeth|1044 Lincoln St\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20141007T060000Z;INTERVAL=1;WKST=SU
130910SPBR0000003,LP_AUX,22;46;25;47;31;42;21;30;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.743925 -105.020081,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2013/11/04-09:00:00.000,,84600,FREQ=DAILY;UNTIL=20140310T073000Z;INTERVAL=1;WKST=SU
130910SPBR0000003,LP_AUX,22;46;25;47;31;42;21;30;44,SPBR,KCNC-TV,,,,,,MULTI_POINT,,,,,,39.743925 -105.020081,,,,"KCNC-TV|Paul Deeth|1044 Lincoln Street\nDenver, CO 80203\nUS|pdeeth@cbs.com|303-830-6455",2014/03/10-08:00:00.000,,84600,FREQ=DAILY;UNTIL=20140910T060000Z;INTERVAL=1;WKST=SU
